Warning: coils_to_vtk will not save forces and torques for coils that do not have a model for their cross section. Please use the RegularizedCoil class.
J=3.9357e-03, Jf=3.9357e-03, CC=0, CS=0, |dJ|=2.2231e-02
J=2.1350e-01, Jf=1.9675e-01, CC=7.983283521339853e-05, CS=8.76672587952296e-05, |dJ|=3.7865e-01
J=3.5139e-03, Jf=3.5139e-03, CC=0, CS=0, |dJ|=1.5533e-02
J=3.0048e-03, Jf=3.0048e-03, CC=0, CS=0, |dJ|=3.4984e-03
J=2.9814e-03, Jf=2.9814e-03, CC=0, CS=2.578316636115908e-10, |dJ|=3.5285e-03
J=2.9640e-03, Jf=2.9635e-03, CC=0, CS=4.555269849125032e-09, |dJ|=2.2093e-03
J=2.9533e-03, Jf=2.9490e-03, CC=0, CS=4.246447838288279e-08, |dJ|=1.0042e-03
J=2.9539e-03, Jf=2.9529e-03, CC=0, CS=9.786288350746497e-09, |dJ|=1.5727e-03
J=2.9524e-03, Jf=2.9500e-03, CC=0, CS=2.4499100308671437e-08, |dJ|=3.2973e-04
J=2.9523e-03, Jf=2.9501e-03, CC=0, CS=2.2625445097189426e-08, |dJ|=1.7214e-04
J=2.9522e-03, Jf=2.9500e-03, CC=0, CS=2.278377238864542e-08, |dJ|=5.5529e-05
J=2.9522e-03, Jf=2.9499e-03, CC=0, CS=2.360978276625838e-08, |dJ|=1.5614e-05
J=2.9522e-03, Jf=2.9499e-03, CC=0, CS=2.3516675555501935e-08, |dJ|=2.2064e-05
J=2.9522e-03, Jf=2.9499e-03, CC=0, CS=2.357167283410482e-08, |dJ|=2.9099e-06
J=2.9522e-03, Jf=2.9499e-03, CC=0, CS=2.358052102530694e-08, |dJ|=2.1217e-07
J=2.9522e-03, Jf=2.9499e-03, CC=0, CS=2.3583122954537237e-08, |dJ|=5.0360e-08
     Number of Toroidal Dipoles: 8
     Number of Poroidal Dipoles: 10
Initialized 10x8 (npol x ntor) windowpane coils with Rpol=0.057, Rtor_min=0.051, Rtor_max=0.102

===== Starting optimization =====
Iteration 5: J=8.3486e-04, Jf=8.3486e-04, Jcp =0.0000e+00, |dJ|=1.7646e-04, |dJcp|=0.0000e+00
Iteration 10: J=6.8978e-04, Jf=6.8978e-04, Jcp =0.0000e+00, |dJ|=5.6585e-06, |dJcp|=0.0000e+00
Iteration 15: J=6.8469e-04, Jf=6.8469e-04, Jcp =0.0000e+00, |dJ|=7.7259e-08, |dJcp|=0.0000e+00
Iteration 20: J=6.8469e-04, Jf=6.8469e-04, Jcp =0.0000e+00, |dJ|=2.3447e-09, |dJcp|=0.0000e+00
Iteration 25: J=6.8469e-04, Jf=6.8469e-04, Jcp =0.0000e+00, |dJ|=1.3001e-08, |dJcp|=0.0000e+00
Iteration 30: J=6.8469e-04, Jf=6.8469e-04, Jcp =0.0000e+00, |dJ|=5.4130e-08, |dJcp|=0.0000e+00
Iteration 35: J=6.8469e-04, Jf=6.8469e-04, Jcp =0.0000e+00, |dJ|=2.2050e-07, |dJcp|=0.0000e+00
Iteration 40: J=6.8451e-04, Jf=6.8451e-04, Jcp =0.0000e+00, |dJ|=2.2271e-06, |dJcp|=0.0000e+00
Iteration 45: J=6.4744e-04, Jf=6.4744e-04, Jcp =0.0000e+00, |dJ|=1.3951e-04, |dJcp|=0.0000e+00
Iteration 50: J=3.0001e-04, Jf=3.0001e-04, Jcp =0.0000e+00, |dJ|=1.3247e-04, |dJcp|=0.0000e+00
Iteration 55: J=2.0620e-04, Jf=2.0620e-04, Jcp =0.0000e+00, |dJ|=5.7044e-06, |dJcp|=0.0000e+00
Iteration 60: J=2.0205e-04, Jf=2.0205e-04, Jcp =0.0000e+00, |dJ|=2.1075e-06, |dJcp|=0.0000e+00
Iteration 65: J=2.0196e-04, Jf=2.0196e-04, Jcp =0.0000e+00, |dJ|=9.8403e-08, |dJcp|=0.0000e+00
Iteration 70: J=2.0196e-04, Jf=2.0196e-04, Jcp =0.0000e+00, |dJ|=7.3675e-10, |dJcp|=0.0000e+00
Iteration 75: J=2.0196e-04, Jf=2.0196e-04, Jcp =0.0000e+00, |dJ|=3.1064e-09, |dJcp|=0.0000e+00
Iteration 80: J=2.0196e-04, Jf=2.0196e-04, Jcp =0.0000e+00, |dJ|=3.9600e-08, |dJcp|=0.0000e+00
Iteration 85: J=2.0194e-04, Jf=2.0194e-04, Jcp =0.0000e+00, |dJ|=4.6702e-07, |dJcp|=0.0000e+00
Iteration 90: J=1.9994e-04, Jf=1.9994e-04, Jcp =0.0000e+00, |dJ|=8.2063e-06, |dJcp|=0.0000e+00
Iteration 95: J=1.0289e-04, Jf=1.0289e-04, Jcp =0.0000e+00, |dJ|=1.2227e-05, |dJcp|=0.0000e+00
Iteration 100: J=9.7645e-05, Jf=9.7645e-05, Jcp =0.0000e+00, |dJ|=1.6191e-07, |dJcp|=0.0000e+00
Iteration 105: J=9.7644e-05, Jf=9.7644e-05, Jcp =0.0000e+00, |dJ|=7.4548e-10, |dJcp|=0.0000e+00
Iteration 110: J=9.7644e-05, Jf=9.7644e-05, Jcp =0.0000e+00, |dJ|=1.6415e-09, |dJcp|=0.0000e+00
Iteration 115: J=9.7644e-05, Jf=9.7644e-05, Jcp =0.0000e+00, |dJ|=2.6181e-08, |dJcp|=0.0000e+00
Iteration 120: J=9.7643e-05, Jf=9.7643e-05, Jcp =0.0000e+00, |dJ|=3.0293e-07, |dJcp|=0.0000e+00
Iteration 125: J=9.7538e-05, Jf=9.7538e-05, Jcp =0.0000e+00, |dJ|=3.4731e-06, |dJcp|=0.0000e+00
Iteration 130: J=8.6129e-05, Jf=8.6129e-05, Jcp =0.0000e+00, |dJ|=3.2933e-05, |dJcp|=0.0000e+00
Iteration 135: J=6.4896e-05, Jf=6.4896e-05, Jcp =0.0000e+00, |dJ|=1.2921e-07, |dJcp|=0.0000e+00
Iteration 140: J=6.4891e-05, Jf=6.4891e-05, Jcp =0.0000e+00, |dJ|=2.3021e-09, |dJcp|=0.0000e+00
Iteration 145: J=6.4891e-05, Jf=6.4891e-05, Jcp =0.0000e+00, |dJ|=3.9326e-10, |dJcp|=0.0000e+00
Iteration 150: J=6.4891e-05, Jf=6.4891e-05, Jcp =0.0000e+00, |dJ|=6.8400e-09, |dJcp|=0.0000e+00
Iteration 155: J=6.4891e-05, Jf=6.4891e-05, Jcp =0.0000e+00, |dJ|=7.9457e-08, |dJcp|=0.0000e+00
Iteration 160: J=6.4871e-05, Jf=6.4871e-05, Jcp =0.0000e+00, |dJ|=8.8368e-07, |dJcp|=0.0000e+00
Iteration 165: J=6.2673e-05, Jf=6.2673e-05, Jcp =0.0000e+00, |dJ|=8.2778e-06, |dJcp|=0.0000e+00
Iteration 170: J=5.0621e-05, Jf=5.0621e-05, Jcp =0.0000e+00, |dJ|=7.5971e-07, |dJcp|=0.0000e+00
Iteration 175: J=5.0576e-05, Jf=5.0576e-05, Jcp =0.0000e+00, |dJ|=2.1290e-09, |dJcp|=0.0000e+00
Iteration 180: J=5.0576e-05, Jf=5.0576e-05, Jcp =0.0000e+00, |dJ|=4.1599e-10, |dJcp|=0.0000e+00
Iteration 185: J=5.0576e-05, Jf=5.0576e-05, Jcp =0.0000e+00, |dJ|=7.9961e-09, |dJcp|=0.0000e+00
Iteration 190: J=5.0576e-05, Jf=5.0576e-05, Jcp =0.0000e+00, |dJ|=9.2802e-08, |dJcp|=0.0000e+00
Iteration 195: J=5.0553e-05, Jf=5.0553e-05, Jcp =0.0000e+00, |dJ|=1.0428e-06, |dJcp|=0.0000e+00
Iteration 200: J=4.8146e-05, Jf=4.8146e-05, Jcp =0.0000e+00, |dJ|=9.5671e-06, |dJcp|=0.0000e+00
Iteration 205: J=4.1784e-05, Jf=4.1784e-05, Jcp =0.0000e+00, |dJ|=1.1386e-07, |dJcp|=0.0000e+00
Iteration 210: J=4.1781e-05, Jf=4.1781e-05, Jcp =0.0000e+00, |dJ|=1.0751e-09, |dJcp|=0.0000e+00
Iteration 215: J=4.1781e-05, Jf=4.1781e-05, Jcp =0.0000e+00, |dJ|=1.5084e-10, |dJcp|=0.0000e+00
Iteration 220: J=4.1781e-05, Jf=4.1781e-05, Jcp =0.0000e+00, |dJ|=2.3017e-09, |dJcp|=0.0000e+00
Iteration 225: J=4.1781e-05, Jf=4.1781e-05, Jcp =0.0000e+00, |dJ|=2.6533e-08, |dJcp|=0.0000e+00
Iteration 230: J=4.1779e-05, Jf=4.1779e-05, Jcp =0.0000e+00, |dJ|=2.9609e-07, |dJcp|=0.0000e+00
Iteration 235: J=4.1591e-05, Jf=4.1591e-05, Jcp =0.0000e+00, |dJ|=3.2030e-06, |dJcp|=0.0000e+00
Iteration 240: J=3.8156e-05, Jf=3.8156e-05, Jcp =0.0000e+00, |dJ|=1.7391e-06, |dJcp|=0.0000e+00
Iteration 245: J=3.8089e-05, Jf=3.8089e-05, Jcp =0.0000e+00, |dJ|=1.4204e-09, |dJcp|=0.0000e+00
Iteration 250: J=3.8089e-05, Jf=3.8089e-05, Jcp =0.0000e+00, |dJ|=7.7821e-11, |dJcp|=0.0000e+00
Iteration 255: J=3.8089e-05, Jf=3.8089e-05, Jcp =0.0000e+00, |dJ|=1.1696e-09, |dJcp|=0.0000e+00
